screen_name,upper_letter_count,upper_ratio,followers_count,friends_count,bio_pronouns_count,bio_NNP_tags,bio_PRP_tags,bio_Yes_freq_terms,bio_No_freq_terms,bio_auto_Yes_freq_terms,bio_auto_No_freq_terms,class
@lilklee821,0,0.0,922,2158,5,1,4,1,0,11,1,y
@BabsGreenEyes,3,0.21428571428571427,921,1227,3,0,3,0,0,7,2,y
@CoriBush4Senate,3,0.1875,914,588,0,7,0,0,0,1,0,y
@ElaineMenshouse,2,0.125,908,812,1,6,0,1,0,6,2,y
@srickenberg,0,0.0,905,895,2,7,0,0,0,12,2,y
@NCariddo,2,0.2222222222222222,904,1972,1,7,1,0,0,9,3,y
@nicolewest37,0,0.0,904,784,0,3,0,0,0,1,2,n
@savageonsite,0,0.0,904,898,0,13,0,0,0,2,6,n
@PBB_TeamJayme,5,0.35714285714285715,903,201,0,6,0,1,0,6,0,y
@LipNurse,2,0.2222222222222222,901,1331,0,2,0,0,1,3,4,n
@jessica_kimchi,0,0.0,901,113,4,0,2,4,1,6,3,y
@JoannaSapida,2,0.15384615384615385,899,2027,0,6,0,0,0,4,1,y
@Yourfitnurse,1,0.07692307692307693,898,756,3,4,2,1,0,6,2,y
@jobodyrn,0,0.0,893,1934,3,1,0,1,1,7,3,y
@LDNNURSE,8,0.8888888888888888,884,1796,1,2,0,1,0,4,1,y
@__dejamichelle,0,0.0,883,1731,0,2,0,0,0,1,2,n
@JoeKellyMP,4,0.36363636363636365,883,341,0,4,0,0,0,6,1,y
@Abette77Amanda,2,0.13333333333333333,883,1882,0,0,0,0,0,0,0,n
@SiskaSiskahattu,2,0.125,881,934,3,0,1,1,0,6,1,y
@Hunter873J,2,0.18181818181818182,879,869,0,1,0,0,0,7,1,y
@bturner72812,0,0.0,879,2063,4,2,3,1,0,8,0,y
@nursie6,0,0.0,875,1323,2,2,0,1,0,6,1,y
@jarheadrn2gmail,0,0.0,875,1863,0,5,0,0,0,2,0,y
@mirandafraun,0,0.0,871,1959,0,3,0,1,0,7,0,y
@puravidanaples,0,0.0,871,15,0,10,1,0,0,13,1,y
@AlleySara,2,0.2,870,1265,0,3,0,0,0,5,3,y
@JenJasmin75,2,0.16666666666666666,870,1000,3,4,1,4,0,10,1,y
@JericahMarie_,2,0.14285714285714285,870,638,0,5,0,0,0,0,4,n
@StlMagnolia1,2,0.15384615384615385,867,546,1,3,1,0,0,9,1,y
@LivinNCin,3,0.3,865,1377,0,19,0,2,1,13,1,y
@SkyeBlaak,2,0.2,864,837,0,0,0,0,1,2,1,y
@Loritrufit,1,0.09090909090909091,864,1604,1,2,1,0,0,3,0,y
@superrmaxine_,0,0.0,863,109,0,0,0,0,1,1,1,n
@BadAdviceNurse1,3,0.1875,860,17,5,3,4,0,0,9,8,n
@jshelp84,0,0.0,856,948,0,0,0,1,0,3,1,y
@nurseauthors2,0,0.0,856,1989,3,3,2,0,0,7,7,n
@ArizonaNurse,2,0.15384615384615385,855,304,3,4,0,3,1,5,1,y
@AtkinDiana,2,0.18181818181818182,852,1970,0,14,0,0,0,8,3,y
@daysharena,0,0.0,852,693,0,4,0,0,1,1,2,n
@gotghost5,0,0.0,851,1292,0,3,0,2,0,13,4,y
@MissLeahCooke,3,0.21428571428571427,850,501,0,10,0,0,0,4,1,y
@LaToyaLemons,3,0.23076923076923078,847,1967,2,7,1,0,0,8,2,y
@Nonnie_Linda,2,0.15384615384615385,845,1153,1,2,0,0,0,7,0,y
@PriaCelestee,2,0.15384615384615385,843,809,0,3,0,0,0,0,3,n
@itsclaremarie,0,0.0,843,931,0,2,0,1,0,6,0,y
@AuthorGSarpong,3,0.2,842,1586,0,13,0,0,0,8,3,y
@andreawiley_,0,0.0,839,898,1,0,0,0,1,2,3,n
@AlexIrvineYork,3,0.2,838,1220,2,11,1,1,0,11,2,y
@ThePrayingNurse,3,0.1875,838,2013,1,5,0,0,0,9,1,y
@AnonLadyRN,4,0.36363636363636365,836,129,5,2,3,3,0,7,2,y
@Scrubsandsquats,1,0.0625,834,310,1,5,1,0,0,4,0,y
@BareroRose,2,0.18181818181818182,834,259,0,3,0,0,0,0,1,n
@GlamNurse614,2,0.15384615384615385,834,358,0,5,0,0,0,4,0,y
@MamaMMcCall,4,0.3333333333333333,831,1083,2,8,1,1,0,11,0,y
@Aaryon_Nurse,2,0.15384615384615385,831,1851,0,4,0,0,0,0,2,n
@jwhorsley,0,0.0,828,847,1,9,1,0,0,5,0,y
@eneaangela,0,0.0,828,692,1,6,0,0,0,3,4,n
@miguelkaAllie,1,0.07142857142857142,823,811,0,0,0,2,0,6,8,n
@Jada_btw,1,0.1111111111111111,823,657,0,2,0,0,0,0,1,n
@Logan_A_Gates,3,0.21428571428571427,823,1587,2,5,2,0,1,3,5,n
@lundgrenmall,0,0.0,822,1941,0,2,0,0,0,5,0,y
@debilesigger25,0,0.0,821,83,3,5,1,3,0,9,0,y
@nanciesuzan,0,0.0,820,1864,1,0,0,1,0,6,1,y
@1f466e0965924bb,0,0.0,820,2062,4,0,1,1,0,3,4,n
@crystaljordan94,0,0.0,819,617,1,0,0,0,1,5,1,y
@CApparitionSE,4,0.2857142857142857,815,362,0,3,0,0,0,11,0,y
@LaReinanurse1,2,0.14285714285714285,813,604,2,10,1,1,0,13,1,y
@Nurse_Gerard,2,0.15384615384615385,813,780,0,0,0,0,0,0,7,n
@angelhart1988,0,0.0,811,2178,3,1,3,1,0,3,1,y
@HeeeeyPril,2,0.18181818181818182,809,326,0,2,0,0,0,1,0,y
@hevmariee,0,0.0,807,646,0,7,0,0,0,1,3,n
@JrtrippjrR,2,0.18181818181818182,806,2032,0,15,0,0,0,9,0,y
@camoprep,0,0.0,803,527,3,0,2,1,0,3,6,n
@D_Desss,2,0.25,801,953,0,4,0,0,0,0,3,n
@PregWorld,2,0.2,801,3111,1,4,0,1,0,7,2,y
@teejaaayasf_,0,0.0,799,823,0,13,0,0,0,0,5,n
@iam_taraa,0,0.0,797,382,1,6,0,1,0,2,2,n
@blairalexisss,0,0.0,797,373,0,8,0,0,0,5,4,n
@lory_pixie,0,0.0,796,1007,0,1,0,1,0,4,1,y
@auroraskilaki,0,0.0,794,570,0,0,0,0,0,2,1,y
@ComedyScript,2,0.15384615384615385,792,1704,0,8,0,0,0,10,0,y
@beloved_quashaa,0,0.0,788,470,0,7,0,0,0,2,0,y
@SuzySmitty,2,0.18181818181818182,788,2394,1,3,1,2,0,6,5,n
@YulandaWhittier,2,0.125,787,1977,0,0,0,0,0,2,0,y
@lucyysmartt,0,0.0,782,1109,0,8,0,0,0,2,0,y
@SNmidwest,2,0.2,781,188,0,1,0,1,1,3,0,y
@Arvien26,1,0.1111111111111111,780,1155,0,13,0,0,0,8,5,y
@LaniBesin,2,0.2,775,1888,0,1,0,1,0,6,2,y
@JadeHaines1,2,0.16666666666666666,775,1063,1,2,0,1,0,9,1,y
@Su_Mitch1121,2,0.15384615384615385,774,1061,2,0,0,2,0,6,10,n
@TechInstPart,3,0.23076923076923078,773,1408,1,0,0,0,0,4,8,n
@bunnie_bae,0,0.0,772,1129,5,6,3,1,0,14,1,y
@bean_______,0,0.0,771,766,3,1,3,0,0,3,0,y
@laurakrooney,0,0.0,769,913,1,13,0,1,0,12,2,y
@horny_mickie,0,0.0,769,1830,2,2,2,0,0,3,3,n
@SaveHealthNurse,3,0.1875,766,947,2,2,0,2,1,7,1,y
@Nurse_surfing,1,0.07142857142857142,765,2172,3,4,1,0,0,10,0,y
@AdvPracPrep,3,0.25,765,4459,3,5,2,0,0,5,0,y
@IcyCosplay,2,0.18181818181818182,764,81,0,1,0,0,0,2,1,y
@FeistySnowflake,2,0.125,764,1376,2,13,1,2,0,5,10,n
@ginah89121,0,0.0,761,81,2,9,0,1,0,8,1,y
@Strax_Sontaran,2,0.13333333333333333,759,1188,4,8,3,0,0,15,0,y
@elizabeth27ann,0,0.0,756,683,0,8,0,1,0,7,2,y
@ICU_gypsynurse,3,0.2,755,394,1,0,0,0,0,2,0,y
@naibaho_siagian,0,0.0,754,204,0,3,0,0,0,17,0,y
@_BriAntwanette,2,0.13333333333333333,753,1480,5,3,4,0,0,3,4,n
@littleworldbeka,0,0.0,753,372,1,8,0,1,1,7,1,y
@heartbreakseven,0,0.0,753,628,1,3,0,0,1,0,1,n
@LightenedWinter,2,0.125,752,1242,4,11,2,3,0,11,0,y
@aduseijennifer1,0,0.0,752,611,0,3,0,1,0,5,1,y
@andrew_bogg,0,0.0,751,1148,2,1,1,1,0,6,3,y
@AverageAnonMiss,3,0.1875,747,344,0,14,0,0,0,0,4,n
@MattmMurdockDD,4,0.26666666666666666,747,1411,0,11,0,0,0,19,0,y
@iamsarahfix,0,0.0,746,312,0,1,0,0,1,0,1,n
@4angel4ever88,0,0.0,746,323,4,4,3,1,0,3,5,n
@johnhan79583770,0,0.0,746,643,0,5,0,0,0,3,0,y
@HSam_Christina,3,0.2,745,1709,0,11,0,0,0,7,0,y
@Gravydog316,1,0.08333333333333333,743,1214,0,2,0,0,1,0,5,n
@Ironcladirish,1,0.07142857142857142,743,722,0,22,0,0,0,20,3,y
@JustJaneUK,4,0.36363636363636365,742,628,0,13,0,1,0,16,1,y
@jobfindlynur,0,0.0,742,4831,1,2,0,0,0,3,6,n
@TheBabyfriend,2,0.14285714285714285,741,774,0,13,0,0,0,11,1,y
@WeekndsNear,2,0.16666666666666666,739,1251,0,1,0,1,1,1,4,n
@DiAngelina917,2,0.14285714285714285,739,1208,2,3,1,0,0,9,4,y
@RMartine_White,3,0.2,738,2010,0,17,0,0,0,10,0,y
@shimmer_angel,0,0.0,737,782,0,4,0,0,0,5,0,y
@citicorpgroup,0,0.0,734,1948,0,9,0,0,0,1,13,n
@rubyredlips78,0,0.0,733,1977,0,5,0,1,0,10,0,y
@ForeverKaee_,2,0.15384615384615385,730,538,0,1,0,0,0,0,2,n
@tseracing1,0,0.0,728,1290,1,10,2,1,0,11,0,y
@mommybrief,0,0.0,728,1242,0,16,0,0,0,13,0,y
@PostGridNovel,3,0.21428571428571427,728,2029,2,7,1,0,0,2,9,n
@Mlp_kiwipunch,1,0.07142857142857142,728,381,2,0,0,0,0,2,7,n
@Parkin25Marie,2,0.14285714285714285,726,567,2,1,0,0,0,9,2,y
@NaturallyGreer,2,0.13333333333333333,725,916,0,4,0,1,0,7,1,y
@Sarah_ALICE13,6,0.42857142857142855,725,1445,0,6,0,2,0,4,1,y
@forhananim1,0,0.0,723,1123,0,0,0,1,0,3,1,y
@gessellmel,0,0.0,722,961,0,9,0,2,1,10,1,y
@nickyNY722,2,0.18181818181818182,722,2064,0,4,0,0,0,4,0,y
@KellySaynor,2,0.16666666666666666,721,983,0,12,0,0,0,10,1,y
@CanadianNursey,2,0.13333333333333333,717,1132,0,0,0,1,0,9,0,y
@CarterTreacle,2,0.14285714285714285,715,476,3,4,2,0,1,11,2,y
@Dhealthynfitu,1,0.07142857142857142,715,1933,0,2,0,1,0,1,0,y
@MaradonaAndre1,2,0.13333333333333333,715,2024,1,3,0,0,0,6,0,y
@GLekovi,2,0.25,714,1984,1,0,1,0,1,3,1,n
@ksherfield1,0,0.0,714,1015,5,3,3,1,0,12,6,y
@vickymay55,0,0.0,713,880,0,1,0,0,0,7,4,y
@mbatm2009,0,0.0,712,1658,0,14,0,0,0,14,2,y
@S_Allsop81,2,0.18181818181818182,711,1371,2,3,1,0,0,14,1,y
@greentreelcl60,0,0.0,711,1858,0,0,0,0,0,0,0,y
@_eshaaaaaa,0,0.0,710,899,0,3,0,0,0,0,1,n
@bethhsophia,0,0.0,709,355,3,0,2,0,0,4,5,n
@HepCBristol,3,0.25,708,696,0,10,0,0,0,11,1,y
@Nurse_Muscles,2,0.14285714285714285,707,3376,0,15,0,0,0,10,0,y
@protonixpusher,0,0.0,705,96,4,1,2,0,0,7,0,y
@fymyquryqupo,0,0.0,705,1020,2,0,1,2,0,4,1,y
@liveessential1,0,0.0,704,3654,0,16,0,0,0,9,1,y
@_ivanaglez,0,0.0,703,734,1,4,1,0,0,8,0,y
@LouiseGeraghty5,2,0.125,703,1777,0,9,0,0,0,13,2,y
@musicalbxnes,0,0.0,702,2205,0,3,0,0,1,1,6,n
@JoannaDib2,2,0.18181818181818182,701,861,3,1,2,0,0,3,0,n
@OnlyTay_,2,0.2222222222222222,695,693,0,10,0,0,0,0,7,n
@VondaMiller17,2,0.14285714285714285,692,1672,0,7,1,0,0,5,0,y
@THEBitchlnHeels,5,0.3125,691,57,2,1,0,0,1,2,2,n
@CatherineHeigl,2,0.13333333333333333,691,187,0,0,0,0,0,0,0,y
@radenrayanralyn,0,0.0,691,1226,0,1,0,0,0,4,0,y
@FuckinGorgeous3,2,0.125,690,1124,0,9,0,0,0,0,4,n
@skynyrdinards,0,0.0,689,998,0,15,0,0,0,9,3,y
@wardamn_rn,0,0.0,685,577,3,4,1,1,0,10,2,y
@blosxom_,0,0.0,683,625,1,6,0,0,0,6,14,n
@MarinaBlack99,2,0.14285714285714285,682,308,0,12,0,0,0,13,1,y
@BirthTraumaOz,3,0.21428571428571427,679,1145,0,11,0,2,1,12,3,y
@RightSpirit57,2,0.14285714285714285,679,1667,1,7,1,1,0,6,0,y
@encoretelemed,0,0.0,679,676,1,3,0,0,0,5,1,y
@nursedolnick,0,0.0,676,2779,1,9,1,0,0,7,1,y
@wozapapulub,0,0.0,675,810,1,2,1,0,1,0,4,n
@sthabile_pkt,0,0.0,674,952,7,6,4,0,0,13,0,y
@AL2Meta0,3,0.3333333333333333,674,731,5,6,4,0,0,12,5,y
@boobsnsass,0,0.0,673,335,0,2,0,1,0,2,1,y
@NJScosmetics,3,0.23076923076923078,672,1092,1,1,0,0,0,13,0,y
@nurseslaughing,0,0.0,672,799,3,4,1,1,0,9,0,y
@BiSlutshy,2,0.2,672,871,0,2,0,0,0,10,2,y
@Katy_lamb_2,1,0.08333333333333333,672,491,0,12,0,0,0,8,1,y
@i_mmk0107,0,0.0,672,558,0,1,0,0,0,1,0,y
@Calamity_Jayne_,2,0.125,671,655,2,11,1,1,0,9,0,y
@zachdrew4,0,0.0,670,1547,0,6,0,0,1,0,4,n
@HaileyChristy,2,0.14285714285714285,669,1521,1,0,0,0,0,9,1,y
@keepnupwitclaud,0,0.0,669,485,0,5,0,0,0,4,0,y
@anne_slam,0,0.0,668,1738,2,4,0,2,2,13,1,y
@JeremyWBrown01,3,0.2,668,2553,1,14,1,0,0,1,5,n
@sinead_mehigan,0,0.0,668,778,1,1,0,3,0,2,1,y
@lulu_twitch,0,0.0,668,254,1,16,1,1,0,14,2,y
@jaz_zayy,0,0.0,663,483,0,0,0,0,1,0,1,n
@gracejclarke,0,0.0,659,340,2,5,1,2,0,8,1,y
@jess_x91,0,0.0,659,1520,0,0,0,0,1,0,0,n
@enasharp52,0,0.0,659,767,0,4,0,0,0,7,1,y
@BBC_BJ86,5,0.5555555555555556,657,29,0,8,0,1,0,6,0,y
@BenitoKristen,2,0.14285714285714285,656,473,0,3,0,0,0,1,3,n
@ian_ianrbruce1,0,0.0,656,843,2,0,0,3,1,5,1,y
@b0740db96d86409,0,0.0,655,1975,2,4,1,1,0,3,5,n
@NursesRoar,2,0.18181818181818182,655,726,2,1,0,1,1,7,2,y
@RedWhiteDrink,3,0.21428571428571427,653,914,0,4,0,0,0,2,0,y
@HockeyGirlWendy,3,0.1875,653,689,0,3,0,0,0,6,0,y
@DaviesGill14,2,0.15384615384615385,652,1463,1,5,0,3,1,9,2,y
@BensonDeja,2,0.18181818181818182,652,1182,0,7,0,0,0,2,1,n
@SassySNProbs,4,0.3076923076923077,652,318,1,0,0,1,0,2,2,n
@Punc14Zena,2,0.18181818181818182,651,1473,0,7,0,0,0,2,7,n
@anamargame,0,0.0,651,1215,3,2,3,0,0,9,2,y
@TracyCarrillo15,2,0.125,650,1229,0,6,0,0,0,2,2,y
@gaoutlander,0,0.0,650,344,0,5,0,0,0,3,0,y
@babe_nurse,0,0.0,649,616,0,6,0,0,0,5,0,y
@suftgifsin,0,0.0,649,450,0,8,0,0,0,1,4,n
@meiramiyuPACOS,5,0.3333333333333333,649,179,0,0,0,0,0,0,6,n
@MariaCarb65,2,0.16666666666666666,648,689,0,10,0,0,0,6,0,y
@marathonmatron,0,0.0,646,1026,2,9,1,1,0,8,1,y
@ElinaWhitsett,2,0.14285714285714285,643,1964,0,13,0,0,0,12,1,y
@RA_Kitty21,3,0.2727272727272727,643,458,0,5,0,0,0,4,0,y
@GraciousHealer,2,0.13333333333333333,643,271,1,12,0,0,0,8,1,y
@dallaswhitesky,0,0.0,641,1119,2,2,1,1,1,1,4,n
@TheVetNurseJnl,4,0.26666666666666666,641,945,0,4,0,0,0,3,4,n
@nursec1994,0,0.0,640,414,0,6,0,0,0,2,0,y
@fazel2015,0,0.0,639,995,0,0,0,0,0,0,0,y
@RNNightlife,3,0.25,638,1121,3,7,1,0,0,11,1,y
@SweetHeartAd,3,0.23076923076923078,637,672,1,2,1,2,1,4,10,n
@Shabrina_lfc,1,0.07692307692307693,635,579,0,6,0,1,0,8,0,y
@johnjhayzie,0,0.0,635,1625,3,1,2,0,0,3,2,n
@VALEITE259,7,0.6363636363636364,635,778,1,7,1,0,0,15,2,y
@kidsheroseries,0,0.0,635,425,0,17,0,0,0,9,3,y
@evergreenxqueen,0,0.0,634,567,0,15,0,0,0,1,4,n
@Nannette6988,1,0.07692307692307693,633,654,2,1,0,3,0,7,1,y
@PristinHomecare,2,0.125,633,700,0,5,0,0,0,5,9,n
@Sassypsycho53,1,0.07142857142857142,633,1478,3,4,1,0,1,3,7,n
@saigebartel,0,0.0,632,414,1,11,0,1,0,12,1,y
@tastylacie,0,0.0,629,751,0,4,0,0,0,2,3,n
@Healing_Nurse,2,0.14285714285714285,629,179,3,0,2,1,0,6,0,y
@ChiefNurseNUH,5,0.35714285714285715,628,52,0,0,0,0,0,0,0,y
@traceyhardy789,0,0.0,626,952,0,3,0,0,0,5,2,y
@fitnurse2014,0,0.0,626,1291,0,0,0,1,0,4,2,y
@cutejany,0,0.0,625,493,0,3,0,0,0,0,4,n
@PJBeachey,3,0.3,624,1022,1,7,0,0,0,8,1,y
@StraightANurse,3,0.2,624,171,0,6,0,0,0,2,5,n
@sarahgenove24,0,0.0,623,356,0,7,0,1,0,5,1,y
@alexandra_mh3,0,0.0,622,1823,0,3,0,0,0,1,0,n
@xoxomissjess,0,0.0,622,363,0,2,0,0,0,2,2,n
@MaryJanePP1,4,0.3333333333333333,622,186,0,6,0,0,0,6,1,y
@SpottedTiger,2,0.15384615384615385,621,832,0,16,0,0,0,10,0,y
@livinglyf12,0,0.0,621,1705,1,1,1,0,0,5,1,y
@AdriannaBlaise,2,0.13333333333333333,620,1693,5,0,4,0,0,9,0,y
@NurseResidency,2,0.13333333333333333,620,6,3,0,2,0,0,3,0,n
@JonScattergood,2,0.13333333333333333,620,801,4,4,2,2,0,4,3,y
@MissMaldanoxo,2,0.14285714285714285,620,984,2,5,2,1,0,9,1,y
@lauraevelynbee,0,0.0,619,511,1,1,0,2,1,6,1,y
@enRICHment__,4,0.3076923076923077,618,829,1,5,0,0,0,4,8,n
@KCLSU_vpeh,5,0.45454545454545453,617,465,1,8,0,1,0,4,2,y
@Ald0willl,1,0.1,617,2078,0,0,0,0,0,9,2,y
@nurse_chatter,0,0.0,616,1990,0,2,0,0,0,2,1,y
@RSCH_RespNurses,6,0.375,615,384,2,3,0,0,0,9,1,y
@LifeAsWeNurseIt,5,0.3125,612,289,2,2,0,0,0,7,2,y
@sexayy__,0,0.0,611,756,0,0,0,0,2,0,2,n
@iloveon84000179,0,0.0,611,1883,3,2,0,3,0,0,5,n
@Chritty77,1,0.1,611,1108,2,0,0,4,0,6,1,y
@Hell_Kitten4,2,0.15384615384615385,611,1476,2,6,0,3,0,4,1,y
@moniquehenry15,0,0.0,611,522,0,16,0,0,0,14,0,y
@BOwensRN89,4,0.36363636363636365,611,1964,0,11,0,0,0,8,1,y
@ameliamaryx,0,0.0,610,435,0,12,0,0,0,1,2,n
@dadahamac,0,0.0,609,1065,0,0,0,0,0,9,0,y
@SaraBaduria,2,0.16666666666666666,609,636,0,19,0,1,0,5,2,y
@meanimemean,0,0.0,608,105,0,1,0,0,0,2,0,y
@ChrystineShaw,2,0.14285714285714285,608,1963,6,1,3,2,0,10,4,y
@nurse4lyf73,0,0.0,608,2454,4,4,2,0,0,13,1,y
@tanasia_thomas,0,0.0,605,568,0,11,0,0,0,5,2,y
@madrigaljulian2,0,0.0,605,681,0,0,0,0,0,0,0,y
@andrenigel07,0,0.0,603,1440,0,5,0,0,0,8,0,y
@TheGayNurse_,3,0.23076923076923078,601,158,2,4,2,0,0,5,0,y
@CaseyDumont,2,0.16666666666666666,600,214,0,8,0,0,0,6,1,y
@zenkristel,0,0.0,600,1495,0,5,0,0,0,2,0,y
@Onlii4aBoss,2,0.16666666666666666,600,1059,1,5,0,0,0,4,0,y
@jaxiebella,0,0.0,600,578,0,17,0,0,0,4,7,n
@LilIowaGirl,3,0.25,600,460,0,7,0,1,0,1,8,n
@roninicolee,0,0.0,600,448,1,2,1,0,1,3,7,n
@Tr2ck_Baby,2,0.18181818181818182,599,894,0,7,0,0,0,1,4,n
@screvmom,0,0.0,599,1661,0,4,0,0,0,1,0,y
@BawseySnob_,2,0.16666666666666666,596,365,0,1,0,0,0,0,3,n
@sarahjaynewrts,0,0.0,596,735,2,1,1,1,0,5,4,y
@RinascitaVitaYT,4,0.25,596,824,2,6,1,1,0,3,9,n
@davinashacklet2,0,0.0,595,972,0,5,0,0,1,8,1,y
@KarkiAachal,2,0.16666666666666666,593,1011,3,3,3,0,0,10,0,y
@iamloolaloo,0,0.0,592,1991,0,4,0,1,0,0,2,n
@RNDeandreBASS,7,0.5,592,909,1,9,1,1,0,8,1,y
@artgrljan,0,0.0,591,2151,1,4,0,0,0,10,2,y
@stanner1025,0,0.0,590,1164,0,3,0,1,0,11,1,y
@intanshafenaa,0,0.0,588,561,0,8,0,0,0,0,4,n
@nursebromo1,0,0.0,588,699,1,8,1,0,0,5,0,y
@Breathless_Bird,2,0.125,587,242,1,3,0,0,0,15,2,y
@studentnurse16,0,0.0,587,1075,0,0,0,2,3,3,5,n
@jakol6969,0,0.0,586,627,2,5,1,0,1,2,6,n
@rad_elizabeth,0,0.0,585,268,2,9,2,0,0,10,1,y
@WhiteBBCSlut,5,0.38461538461538464,585,140,5,7,3,1,0,5,11,n
@Nursenance9,1,0.08333333333333333,584,466,1,0,0,1,0,4,6,n
@keiraaaaa__,0,0.0,583,527,0,0,0,0,0,0,0,n
@MelanieMallari4,2,0.125,583,1101,0,7,0,1,0,3,0,y
@WieseSylvia,2,0.16666666666666666,582,837,1,3,0,0,0,12,1,y
@Susan_Mktg,2,0.18181818181818182,582,1072,1,1,0,2,1,5,7,n
@SweetJesusGirls,3,0.1875,582,771,0,4,0,1,0,4,1,y
@MHWarriorUK,5,0.4166666666666667,581,647,0,11,0,0,0,11,1,y
@nicolelimqueHP,2,0.13333333333333333,580,332,0,0,0,0,0,2,0,y
@CalMidwives,2,0.16666666666666666,578,687,0,8,0,0,0,3,7,n
@hellonursemed,0,0.0,578,591,1,0,0,0,0,0,12,n
@lilly_lovin,0,0.0,578,1207,1,8,0,1,0,2,3,n
@a_alexis21,0,0.0,577,1192,0,3,0,0,0,4,1,y
@northwestwife,0,0.0,577,516,2,3,1,3,1,1,4,n
@LisaAnnSpringer,3,0.1875,576,490,0,3,0,0,0,15,2,y
@iamsuper_emak,0,0.0,576,399,0,3,0,0,0,4,1,y
@sassylauRN,2,0.18181818181818182,575,400,3,1,1,0,1,7,3,n
@HeyyNurse,2,0.2,575,52,0,2,0,0,0,3,0,y
@bowsandpearls12,0,0.0,575,239,2,0,1,0,1,0,4,n
@Marrri_oxo,1,0.09090909090909091,575,514,1,1,0,0,1,2,8,n
@SarahH81x,2,0.2,575,1224,2,0,2,0,0,3,1,y
@pds111183,0,0.0,575,752,0,1,0,3,0,4,0,y
@ItsChapmann,2,0.16666666666666666,574,953,0,5,0,0,0,0,3,n
@Doit4thebootyy,1,0.06666666666666667,573,748,0,4,0,0,0,4,0,y
@maymarjorienilo,0,0.0,571,150,0,0,0,0,0,1,0,y
@Prolifefriend,1,0.07142857142857142,571,1347,0,8,0,0,0,8,1,y
@KarmaNursing,2,0.15384615384615385,571,271,4,2,2,0,0,5,9,n
@babydollRICH_,4,0.2857142857142857,570,1257,2,0,2,0,1,3,3,n
@gmaildotorg,0,0.0,567,1845,0,4,0,1,0,13,1,y
@Alida_Franches,2,0.13333333333333333,564,849,0,3,0,0,0,0,3,n
@FeelinMeJonzey,3,0.2,563,1273,0,6,0,0,0,0,4,n
@LeahMichelle301,2,0.125,563,501,1,8,0,1,0,3,7,n
@CatGobeil,2,0.2,563,59,1,5,0,0,0,2,10,n
@SThijzen,2,0.2222222222222222,562,1862,0,3,0,0,0,3,0,y
@Nursingmoments,1,0.06666666666666667,562,877,2,0,0,1,0,11,2,y
@CannaHeatheRN,4,0.2857142857142857,561,629,0,0,0,0,0,0,0,y
@lexie1487,0,0.0,561,2079,6,6,6,0,0,6,8,n
@celinebeaut1,0,0.0,561,820,1,3,1,0,0,6,0,y
@maggieclarkelpt,0,0.0,558,265,0,7,0,0,0,9,2,y
@AnnaKrosp,2,0.2,557,1784,4,2,2,1,0,4,0,y
@bearcunningham,0,0.0,557,149,0,6,0,0,0,5,0,y
@HeadRNColumbia,4,0.26666666666666666,557,386,2,10,1,2,0,11,2,y
@LewdVaporeon,2,0.15384615384615385,556,285,4,4,4,1,0,3,6,n
@nursehumor_,0,0.0,556,523,0,0,0,0,0,0,0,y
@kath_leech,0,0.0,555,781,1,15,1,0,0,15,0,y
@helenllowe,0,0.0,553,1316,0,6,0,0,0,12,1,y
@_Max_Walker,2,0.16666666666666666,552,380,0,4,0,0,0,1,3,n
@nurselife_,0,0.0,551,161,0,1,0,0,0,8,2,y
@tim_oconn,0,0.0,551,2124,2,1,1,0,0,10,1,y
@CourtneyShante1,2,0.125,549,1077,0,0,0,0,1,1,2,n
@EmpowHerHealth,3,0.2,548,1058,0,15,0,0,0,9,1,y
@Jam3sPJ,3,0.375,547,553,1,10,0,1,0,9,1,y
@brooklinbeautyy,0,0.0,547,916,0,0,0,0,1,0,0,n
@healthyfit_sea,0,0.0,545,490,1,4,0,1,0,7,3,y
@NurseBloodyVal,3,0.2,545,403,1,8,1,0,0,13,0,y
@Billy9711,1,0.1,544,1012,4,2,1,0,0,10,4,y
@USArmyGrlfriend,4,0.25,544,289,1,11,0,1,0,1,7,n
@KatherineVgt,2,0.15384615384615385,544,1123,2,3,1,1,0,7,1,y
@Menphysc2gether,1,0.0625,543,1965,0,6,0,0,0,4,0,y
@bigsisterhouse,0,0.0,542,954,1,15,1,0,0,13,1,y
@alittlelondoner,0,0.0,542,480,1,4,0,1,0,6,1,y
@ShoulderTo,2,0.18181818181818182,542,938,4,2,2,2,0,11,2,y
@KaitlynnMadden,2,0.13333333333333333,542,1655,3,7,3,0,0,6,6,n
@wilvz04,0,0.0,541,743,1,14,1,0,0,11,3,y
@HugYourNurses,3,0.21428571428571427,540,530,0,0,0,0,0,0,0,n
@NeuvooNurSD,4,0.3333333333333333,540,1602,2,2,0,0,0,1,9,n
@nada_sani,0,0.0,539,1245,1,7,1,0,0,0,6,n
@XXXkendraCam,4,0.3076923076923077,539,1427,1,1,1,0,0,2,5,n
@AngiyMichael22,2,0.13333333333333333,538,1642,1,7,0,1,0,10,2,y
@hsmounce,0,0.0,538,1747,0,1,0,1,0,1,1,y
@Lori_Slocum,2,0.16666666666666666,538,384,0,4,0,0,0,4,0,y
@JEAJobs,4,0.5,537,817,0,11,0,0,0,1,5,n
@maryelang,0,0.0,537,750,1,0,1,1,0,2,1,y
